year,zip,median_income,crime_rate_per_1000,business_count,avg_house_price
2021,86438,40671.0,13.17,N/A,178815.58
2022,86438,43542.0,12.95,N/A,209276.15
2023,86438,41000.0,11.27,N/A,217714.4
2018,86439,N/A,60.11,N/A,N/A
2019,86439,N/A,56.42,N/A,N/A
2020,86439,N/A,47.03,N/A,N/A
2021,86439,N/A,13.17,N/A,N/A
2022,86439,N/A,30.97,N/A,N/A
2023,86439,N/A,45.0,N/A,N/A
2018,86440,39650.0,13.1,N/A,169706.91
2019,86440,47437.0,12.45,N/A,186040.19
2020,86440,50858.0,10.9,N/A,205148.79
2021,86440,55480.0,13.17,N/A,253953.73
2022,86440,61167.0,12.95,N/A,300057.04
2023,86440,67316.0,11.27,N/A,298530.55
2018,86441,24566.0,13.1,N/A,73236.52
2019,86441,26591.0,12.45,N/A,87100.61
2020,86441,28833.0,10.9,N/A,97995.62
2021,86441,33567.0,13.17,N/A,123541.98
2022,86441,36840.0,12.95,N/A,137255.82
2023,86441,31553.0,11.27,N/A,136761.38
2018,86442,37924.0,60.11,N/A,157293.27
2019,86442,39600.0,56.42,N/A,172481.89
2020,86442,42776.0,47.03,N/A,188929.62
2021,86442,41199.0,13.17,N/A,232561.95
2022,86442,43624.0,30.97,N/A,274401.7
2023,86442,45486.0,45.0,N/A,269096.16
2018,86443,N/A,13.1,N/A,N/A
2019,86443,N/A,12.45,N/A,N/A
2020,86443,N/A,10.9,N/A,N/A
2021,86443,N/A,13.17,N/A,N/A
2022,86443,N/A,12.95,N/A,N/A
2023,86443,N/A,11.27,N/A,N/A
2018,86444,20139.0,13.1,N/A,112750.53
2019,86444,46389.0,12.45,N/A,124062.24
2020,86444,48333.0,10.9,N/A,143218.23
2021,86444,50962.0,13.17,N/A,167640.12
2022,86444,55508.0,12.95,N/A,185387.21
2023,86444,56894.0,11.27,N/A,191208.05
2018,86445,54444.0,63.89,N/A,N/A
2019,86445,51150.0,68.06,N/A,N/A
2020,86445,53148.0,57.42,N/A,N/A
2021,86445,53086.0,56.21,N/A,N/A
2022,86445,36600.0,62.08,N/A,N/A
2023,86445,26836.0,56.36,N/A,N/A
2018,86446,N/A,13.1,N/A,N/A
2019,86446,N/A,12.45,N/A,N/A
2020,86446,N/A,10.9,N/A,N/A
2021,86446,N/A,13.17,N/A,N/A
2022,86446,N/A,12.95,N/A,N/A
2023,86446,N/A,11.27,N/A,N/A
2018,86502,21645.0,2.28,N/A,N/A
2019,86502,18542.0,2.69,N/A,N/A
2020,86502,16500.0,0.81,N/A,N/A
2021,86502,19524.0,3.49,N/A,N/A
2022,86502,21630.0,3.7,N/A,N/A
2023,86502,21146.0,3.15,N/A,N/A
2018,86503,27115.0,2.28,N/A,N/A
2019,86503,24982.0,2.69,N/A,N/A
2020,86503,23862.0,0.81,N/A,N/A
2021,86503,25684.0,3.49,N/A,N/A
2022,86503,29624.0,3.7,N/A,N/A
2023,86503,30313.0,3.15,N/A,N/A
2018,86504,31042.0,2.28,N/A,N/A
2019,86504,33611.0,2.69,N/A,N/A
2020,86504,35820.0,0.81,N/A,N/A
2021,86504,42659.0,3.49,N/A,N/A
2022,86504,41738.0,3.7,N/A,N/A
2023,86504,47227.0,3.15,N/A,N/A
2018,86505,24583.0,2.28,N/A,N/A
2019,86505,23767.0,2.69,N/A,N/A
2020,86505,23553.0,0.81,N/A,N/A
2021,86505,24572.0,3.49,N/A,N/A
2022,86505,25953.0,3.7,N/A,N/A
2023,86505,26897.0,3.15,N/A,N/A
2018,86506,19545.0,2.28,N/A,N/A
2019,86506,21597.0,2.69,N/A,N/A
2020,86506,21691.0,0.81,N/A,N/A
2021,86506,23125.0,3.49,N/A,N/A
2022,86506,26544.0,3.7,N/A,N/A
2023,86506,29018.0,3.15,N/A,N/A
2018,86507,24167.0,2.28,N/A,N/A
2019,86507,22885.0,2.69,N/A,N/A
2020,86507,19239.0,0.81,N/A,N/A
2021,86507,20357.0,3.49,N/A,N/A
2022,86507,23304.0,3.7,N/A,N/A
2023,86507,33015.0,3.15,N/A,N/A
2018,86508,20417.0,2.28,N/A,N/A
2019,86508,21250.0,2.69,N/A,N/A
2020,86508,21875.0,0.81,N/A,N/A
2021,86508,14107.0,3.49,N/A,N/A
2022,86508,16875.0,3.7,N/A,N/A
2023,86508,20000.0,3.15,N/A,N/A
2018,86510,22813.0,4.61,N/A,N/A
2019,86510,23550.0,4.26,N/A,N/A
2020,86510,24926.0,3.38,N/A,N/A
2021,86510,25795.0,3.58,N/A,N/A
2022,86510,27090.0,4.54,N/A,N/A
2023,86510,27051.0,4.25,N/A,N/A
2018,86511,25938.0,2.28,N/A,N/A
2019,86511,29617.0,2.69,N/A,N/A
2020,86511,34107.0,0.81,N/A,N/A
2021,86511,30054.0,3.49,N/A,N/A
2022,86511,31797.0,3.7,N/A,N/A
2023,86511,39342.0,3.15,N/A,N/A
2018,86512,27868.0,2.28,N/A,N/A
2019,86512,29886.0,2.69,N/A,N/A
2020,86512,26904.0,0.81,N/A,N/A
2021,86512,27463.0,3.49,N/A,N/A
2022,86512,29365.0,3.7,N/A,N/A
2023,86512,31602.0,3.15,N/A,N/A
2018,86514,25708.0,34.5,N/A,N/A
2019,86514,27600.0,34.7,N/A,N/A
2020,86514,33977.0,32.69,N/A,N/A
2021,86514,37781.0,36.67,N/A,N/A
2022,86514,43068.0,35.88,N/A,N/A
2023,86514,44722.0,35.63,N/A,N/A
2018,86515,31588.0,2.28,N/A,N/A
2019,86515,30196.0,2.69,N/A,N/A
2020,86515,35332.0,0.81,N/A,N/A
2021,86515,36818.0,3.49,N/A,N/A
2022,86515,36000.0,3.7,N/A,N/A
2023,86515,43152.0,3.15,N/A,N/A
2018,86520,21154.0,4.61,N/A,N/A
2019,86520,21346.0,4.26,N/A,N/A
2020,86520,20313.0,3.38,N/A,N/A
2021,86520,17361.0,3.58,N/A,N/A
2022,86520,16818.0,4.54,N/A,N/A
2023,86520,15160.0,4.25,N/A,N/A
2018,86535,16500.0,2.28,N/A,N/A
2019,86535,17019.0,2.69,N/A,N/A
2020,86535,27848.0,0.81,N/A,N/A
2021,86535,25625.0,3.49,N/A,N/A
2022,86535,22000.0,3.7,N/A,N/A
2023,86535,22981.0,3.15,N/A,N/A
2018,86538,25714.0,2.28,N/A,N/A
2019,86538,25052.0,2.69,N/A,N/A
2020,86538,25446.0,0.81,N/A,N/A
2021,86538,24457.0,3.49,N/A,N/A
2022,86538,27500.0,3.7,N/A,N/A
2023,86538,25234.0,3.15,N/A,N/A
2018,86540,11369.0,2.28,N/A,N/A
2019,86540,10588.0,2.69,N/A,N/A
2020,86540,20048.0,0.81,N/A,N/A
2021,86540,25833.0,3.49,N/A,N/A
2022,86540,23250.0,3.7,N/A,N/A
2023,86540,24286.0,3.15,N/A,N/A
2018,86544,24271.0,2.28,N/A,N/A
2019,86544,26964.0,2.69,N/A,N/A
2020,86544,25987.0,0.81,N/A,N/A
2021,86544,24750.0,3.49,N/A,N/A
2022,86544,25938.0,3.7,N/A,N/A
2023,86544,23295.0,3.15,N/A,N/A
2018,86545,23214.0,2.28,N/A,N/A
2019,86545,22560.0,2.69,N/A,N/A
2020,86545,22697.0,0.81,N/A,N/A
2021,86545,23182.0,3.49,N/A,N/A
2022,86545,26000.0,3.7,N/A,N/A
2023,86545,24167.0,3.15,N/A,N/A
2018,86547,27560.0,2.28,N/A,N/A
2019,86547,24643.0,2.69,N/A,N/A
2020,86547,27500.0,0.81,N/A,N/A
2021,86547,28333.0,3.49,N/A,N/A
2022,86547,31042.0,3.7,N/A,N/A
2023,86547,43929.0,3.15,N/A,N/A
2018,86556,23636.0,2.28,N/A,N/A
2019,86556,27153.0,2.69,N/A,N/A
2020,86556,20982.0,0.81,N/A,N/A
2021,86556,21711.0,3.49,N/A,N/A
2022,86556,24625.0,3.7,N/A,N/A
2023,86556,27500.0,3.15,N/A,N/A
