month/year,zip,median_income,crime_rate_per_1000,business_count,ZHVI
12/2021,85008,51351.0,4.65,N/A,366640.72
01/2022,85008,57728.0,4.84,N/A,371888.7
02/2022,85008,57728.0,4.32,N/A,377920.31
03/2022,85008,57728.0,4.86,N/A,385810.79
04/2022,85008,57728.0,4.72,N/A,394759.79
05/2022,85008,57728.0,4.85,N/A,403766.24
06/2022,85008,57728.0,4.47,N/A,411029.59
07/2022,85008,57728.0,4.37,N/A,414328.31
08/2022,85008,57728.0,4.42,N/A,412931.02
09/2022,85008,57728.0,4.33,N/A,408061.74
10/2022,85008,57728.0,4.38,N/A,401922.32
11/2022,85008,57728.0,3.92,N/A,395107.93
12/2022,85008,57728.0,4.16,N/A,388202.07
01/2023,85008,61369.0,4.21,N/A,381451.87
02/2023,85008,61369.0,3.72,N/A,376408.02
03/2023,85008,61369.0,4.08,N/A,373691.63
04/2023,85008,61369.0,4.02,N/A,372713.49
05/2023,85008,61369.0,4.24,N/A,372554.21
06/2023,85008,61369.0,3.95,N/A,373349.16
07/2023,85008,61369.0,3.98,N/A,375274.21
08/2023,85008,61369.0,4.1,N/A,377820.66
09/2023,85008,61369.0,4.12,N/A,380248.95
10/2023,85008,61369.0,4.09,N/A,382662.92
11/2023,85008,61369.0,4.02,N/A,385350.33
12/2023,85008,61369.0,3.89,N/A,387092.94
01/2018,85009,30760.0,5.17,N/A,142612.37
02/2018,85009,30760.0,4.55,N/A,145577.17
03/2018,85009,30760.0,4.63,N/A,148088.3
04/2018,85009,30760.0,4.92,N/A,149179.13
05/2018,85009,30760.0,5.01,N/A,149738.67
06/2018,85009,30760.0,4.61,N/A,150392.43
07/2018,85009,30760.0,4.84,N/A,152091.04
08/2018,85009,30760.0,4.83,N/A,153898.84
09/2018,85009,30760.0,4.78,N/A,155808.18
10/2018,85009,30760.0,4.97,N/A,157164.78
11/2018,85009,30760.0,4.63,N/A,158220.25
12/2018,85009,30760.0,4.73,N/A,159439.1
01/2019,85009,32893.0,4.74,N/A,161638.34
02/2019,85009,32893.0,4.16,N/A,164540.61
03/2019,85009,32893.0,4.58,N/A,167453.48
04/2019,85009,32893.0,4.64,N/A,169379.58
05/2019,85009,32893.0,5.01,N/A,170952.26
06/2019,85009,32893.0,4.82,N/A,172332.78
07/2019,85009,32893.0,4.8,N/A,173969.29
08/2019,85009,32893.0,4.9,N/A,175712.77
09/2019,85009,32893.0,4.7,N/A,177521.11
10/2019,85009,32893.0,4.87,N/A,179420.01
11/2019,85009,32893.0,4.6,N/A,181327.76
12/2019,85009,32893.0,4.94,N/A,183240.74
01/2020,85009,38228.0,5.02,N/A,186672.43
02/2020,85009,38228.0,0.19,N/A,192156.98
03/2020,85009,38228.0,4.89,N/A,198857.91
04/2020,85009,38228.0,4.78,N/A,204530.17
05/2020,85009,38228.0,4.89,N/A,208046.52
06/2020,85009,38228.0,4.18,N/A,208984.01
07/2020,85009,38228.0,4.15,N/A,208848.8
08/2020,85009,38228.0,4.58,N/A,208849.99
09/2020,85009,38228.0,4.39,N/A,210516.21
10/2020,85009,38228.0,4.89,N/A,213436.0
11/2020,85009,38228.0,4.8,N/A,216906.57
12/2020,85009,38228.0,4.95,N/A,221141.45
01/2021,85009,41013.0,4.83,N/A,225357.5
02/2021,85009,41013.0,4.73,N/A,229826.22
03/2021,85009,41013.0,4.83,N/A,234406.53
04/2021,85009,41013.0,4.32,N/A,239183.88
05/2021,85009,41013.0,4.67,N/A,244428.12
06/2021,85009,41013.0,4.54,N/A,250255.47
07/2021,85009,41013.0,4.77,N/A,256559.94
08/2021,85009,41013.0,4.93,N/A,262588.2
09/2021,85009,41013.0,4.96,N/A,267501.54
10/2021,85009,41013.0,4.91,N/A,272004.02
11/2021,85009,41013.0,4.72,N/A,276680.37
12/2021,85009,41013.0,4.65,N/A,281500.46
01/2022,85009,46707.0,4.84,N/A,286376.59
02/2022,85009,46707.0,4.32,N/A,291436.83
03/2022,85009,46707.0,4.86,N/A,296973.75
04/2022,85009,46707.0,4.72,N/A,302820.69
05/2022,85009,46707.0,4.85,N/A,308655.89
06/2022,85009,46707.0,4.47,N/A,314317.65
07/2022,85009,46707.0,4.37,N/A,317891.84
08/2022,85009,46707.0,4.42,N/A,317839.83
09/2022,85009,46707.0,4.33,N/A,314722.08
10/2022,85009,46707.0,4.38,N/A,309959.47
11/2022,85009,46707.0,3.92,N/A,304926.22
12/2022,85009,46707.0,4.16,N/A,299725.27
01/2023,85009,51615.0,4.21,N/A,294503.44
02/2023,85009,51615.0,3.72,N/A,290076.57
03/2023,85009,51615.0,4.08,N/A,287739.9
04/2023,85009,51615.0,4.02,N/A,287594.48
05/2023,85009,51615.0,4.24,N/A,288559.9
06/2023,85009,51615.0,3.95,N/A,290119.96
07/2023,85009,51615.0,3.98,N/A,292255.86
08/2023,85009,51615.0,4.1,N/A,295645.76
09/2023,85009,51615.0,4.12,N/A,298585.86
10/2023,85009,51615.0,4.09,N/A,301148.58
11/2023,85009,51615.0,4.02,N/A,302971.28
12/2023,85009,51615.0,3.89,N/A,304609.3
01/2018,85010,N/A,5.17,N/A,N/A
02/2018,85010,N/A,4.55,N/A,N/A
03/2018,85010,N/A,4.63,N/A,N/A
04/2018,85010,N/A,4.92,N/A,N/A
05/2018,85010,N/A,5.01,N/A,N/A
06/2018,85010,N/A,4.61,N/A,N/A
07/2018,85010,N/A,4.84,N/A,N/A
08/2018,85010,N/A,4.83,N/A,N/A
09/2018,85010,N/A,4.78,N/A,N/A
10/2018,85010,N/A,4.97,N/A,N/A
11/2018,85010,N/A,4.63,N/A,N/A
12/2018,85010,N/A,4.73,N/A,N/A
01/2019,85010,N/A,4.74,N/A,N/A
02/2019,85010,N/A,4.16,N/A,N/A
03/2019,85010,N/A,4.58,N/A,N/A
04/2019,85010,N/A,4.64,N/A,N/A
05/2019,85010,N/A,5.01,N/A,N/A
06/2019,85010,N/A,4.82,N/A,N/A
07/2019,85010,N/A,4.8,N/A,N/A
08/2019,85010,N/A,4.9,N/A,N/A
09/2019,85010,N/A,4.7,N/A,N/A
10/2019,85010,N/A,4.87,N/A,N/A
11/2019,85010,N/A,4.6,N/A,N/A
12/2019,85010,N/A,4.94,N/A,N/A
01/2020,85010,N/A,5.02,N/A,N/A
02/2020,85010,N/A,0.19,N/A,N/A
03/2020,85010,N/A,4.89,N/A,N/A
04/2020,85010,N/A,4.78,N/A,N/A
05/2020,85010,N/A,4.89,N/A,N/A
06/2020,85010,N/A,4.18,N/A,N/A
07/2020,85010,N/A,4.15,N/A,N/A
08/2020,85010,N/A,4.58,N/A,N/A
09/2020,85010,N/A,4.39,N/A,N/A
10/2020,85010,N/A,4.89,N/A,N/A
11/2020,85010,N/A,4.8,N/A,N/A
12/2020,85010,N/A,4.95,N/A,N/A
01/2021,85010,N/A,4.83,N/A,N/A
02/2021,85010,N/A,4.73,N/A,N/A
03/2021,85010,N/A,4.83,N/A,N/A
04/2021,85010,N/A,4.32,N/A,N/A
05/2021,85010,N/A,4.67,N/A,N/A
06/2021,85010,N/A,4.54,N/A,N/A
07/2021,85010,N/A,4.77,N/A,N/A
08/2021,85010,N/A,4.93,N/A,N/A
09/2021,85010,N/A,4.96,N/A,N/A
10/2021,85010,N/A,4.91,N/A,N/A
11/2021,85010,N/A,4.72,N/A,N/A
12/2021,85010,N/A,4.65,N/A,N/A
01/2022,85010,N/A,4.84,N/A,N/A
02/2022,85010,N/A,4.32,N/A,N/A
03/2022,85010,N/A,4.86,N/A,N/A
04/2022,85010,N/A,4.72,N/A,N/A
05/2022,85010,N/A,4.85,N/A,N/A
06/2022,85010,N/A,4.47,N/A,N/A
07/2022,85010,N/A,4.37,N/A,N/A
08/2022,85010,N/A,4.42,N/A,N/A
09/2022,85010,N/A,4.33,N/A,N/A
10/2022,85010,N/A,4.38,N/A,N/A
11/2022,85010,N/A,3.92,N/A,N/A
12/2022,85010,N/A,4.16,N/A,N/A
01/2023,85010,N/A,4.21,N/A,N/A
02/2023,85010,N/A,3.72,N/A,N/A
03/2023,85010,N/A,4.08,N/A,N/A
04/2023,85010,N/A,4.02,N/A,N/A
05/2023,85010,N/A,4.24,N/A,N/A
06/2023,85010,N/A,3.95,N/A,N/A
07/2023,85010,N/A,3.98,N/A,N/A
08/2023,85010,N/A,4.1,N/A,N/A
09/2023,85010,N/A,4.12,N/A,N/A
10/2023,85010,N/A,4.09,N/A,N/A
11/2023,85010,N/A,4.02,N/A,N/A
12/2023,85010,N/A,3.89,N/A,N/A
01/2018,85011,N/A,5.17,N/A,N/A
02/2018,85011,N/A,4.55,N/A,N/A
03/2018,85011,N/A,4.63,N/A,N/A
04/2018,85011,N/A,4.92,N/A,N/A
05/2018,85011,N/A,5.01,N/A,N/A
06/2018,85011,N/A,4.61,N/A,N/A
07/2018,85011,N/A,4.84,N/A,N/A
08/2018,85011,N/A,4.83,N/A,N/A
09/2018,85011,N/A,4.78,N/A,N/A
10/2018,85011,N/A,4.97,N/A,N/A
11/2018,85011,N/A,4.63,N/A,N/A
12/2018,85011,N/A,4.73,N/A,N/A
01/2019,85011,N/A,4.74,N/A,N/A
02/2019,85011,N/A,4.16,N/A,N/A
03/2019,85011,N/A,4.58,N/A,N/A
04/2019,85011,N/A,4.64,N/A,N/A
05/2019,85011,N/A,5.01,N/A,N/A
06/2019,85011,N/A,4.82,N/A,N/A
07/2019,85011,N/A,4.8,N/A,N/A
08/2019,85011,N/A,4.9,N/A,N/A
09/2019,85011,N/A,4.7,N/A,N/A
10/2019,85011,N/A,4.87,N/A,N/A
11/2019,85011,N/A,4.6,N/A,N/A
12/2019,85011,N/A,4.94,N/A,N/A
01/2020,85011,N/A,5.02,N/A,N/A
02/2020,85011,N/A,0.19,N/A,N/A
03/2020,85011,N/A,4.89,N/A,N/A
04/2020,85011,N/A,4.78,N/A,N/A
05/2020,85011,N/A,4.89,N/A,N/A
06/2020,85011,N/A,4.18,N/A,N/A
07/2020,85011,N/A,4.15,N/A,N/A
08/2020,85011,N/A,4.58,N/A,N/A
09/2020,85011,N/A,4.39,N/A,N/A
10/2020,85011,N/A,4.89,N/A,N/A
11/2020,85011,N/A,4.8,N/A,N/A
12/2020,85011,N/A,4.95,N/A,N/A
01/2021,85011,N/A,4.83,N/A,N/A
02/2021,85011,N/A,4.73,N/A,N/A
03/2021,85011,N/A,4.83,N/A,N/A
04/2021,85011,N/A,4.32,N/A,N/A
05/2021,85011,N/A,4.67,N/A,N/A
06/2021,85011,N/A,4.54,N/A,N/A
07/2021,85011,N/A,4.77,N/A,N/A
08/2021,85011,N/A,4.93,N/A,N/A
09/2021,85011,N/A,4.96,N/A,N/A
10/2021,85011,N/A,4.91,N/A,N/A
11/2021,85011,N/A,4.72,N/A,N/A
12/2021,85011,N/A,4.65,N/A,N/A
01/2022,85011,N/A,4.84,N/A,N/A
02/2022,85011,N/A,4.32,N/A,N/A
03/2022,85011,N/A,4.86,N/A,N/A
04/2022,85011,N/A,4.72,N/A,N/A
05/2022,85011,N/A,4.85,N/A,N/A
06/2022,85011,N/A,4.47,N/A,N/A
07/2022,85011,N/A,4.37,N/A,N/A
08/2022,85011,N/A,4.42,N/A,N/A
09/2022,85011,N/A,4.33,N/A,N/A
10/2022,85011,N/A,4.38,N/A,N/A
11/2022,85011,N/A,3.92,N/A,N/A
12/2022,85011,N/A,4.16,N/A,N/A
01/2023,85011,N/A,4.21,N/A,N/A
02/2023,85011,N/A,3.72,N/A,N/A
03/2023,85011,N/A,4.08,N/A,N/A
04/2023,85011,N/A,4.02,N/A,N/A
05/2023,85011,N/A,4.24,N/A,N/A
06/2023,85011,N/A,3.95,N/A,N/A
07/2023,85011,N/A,3.98,N/A,N/A
08/2023,85011,N/A,4.1,N/A,N/A
09/2023,85011,N/A,4.12,N/A,N/A
10/2023,85011,N/A,4.09,N/A,N/A
11/2023,85011,N/A,4.02,N/A,N/A
12/2023,85011,N/A,3.89,N/A,N/A
01/2018,85012,67230.0,5.17,N/A,390750.09
02/2018,85012,67230.0,4.55,N/A,393074.69
03/2018,85012,67230.0,4.63,N/A,395026.73
04/2018,85012,67230.0,4.92,N/A,396525.11
05/2018,85012,67230.0,5.01,N/A,398291.39
06/2018,85012,67230.0,4.61,N/A,400459.18
07/2018,85012,67230.0,4.84,N/A,403384.49
08/2018,85012,67230.0,4.83,N/A,405928.59
09/2018,85012,67230.0,4.78,N/A,408277.3
10/2018,85012,67230.0,4.97,N/A,409812.43
11/2018,85012,67230.0,4.63,N/A,411739.24
12/2018,85012,67230.0,4.73,N/A,413863.32
01/2019,85012,70228.0,4.74,N/A,415535.24
02/2019,85012,70228.0,4.16,N/A,417014.54
03/2019,85012,70228.0,4.58,N/A,417815.0
04/2019,85012,70228.0,4.64,N/A,418746.67
05/2019,85012,70228.0,5.01,N/A,418293.76
06/2019,85012,70228.0,4.82,N/A,417366.48
07/2019,85012,70228.0,4.8,N/A,416450.21
08/2019,85012,70228.0,4.9,N/A,417458.51
09/2019,85012,70228.0,4.7,N/A,419235.8
10/2019,85012,70228.0,4.87,N/A,421830.97
11/2019,85012,70228.0,4.6,N/A,424074.34
12/2019,85012,70228.0,4.94,N/A,426326.36
01/2020,85012,71296.0,5.02,N/A,430229.87
02/2020,85012,71296.0,0.19,N/A,435578.38
03/2020,85012,71296.0,4.89,N/A,441642.02
04/2020,85012,71296.0,4.78,N/A,446132.78
05/2020,85012,71296.0,4.89,N/A,448493.25
06/2020,85012,71296.0,4.18,N/A,448303.05
07/2020,85012,71296.0,4.15,N/A,447954.29
08/2020,85012,71296.0,4.58,N/A,449219.81
09/2020,85012,71296.0,4.39,N/A,454829.76
10/2020,85012,71296.0,4.89,N/A,462392.21
11/2020,85012,71296.0,4.8,N/A,471127.17
12/2020,85012,71296.0,4.95,N/A,479183.12
01/2021,85012,72708.0,4.83,N/A,485188.4
02/2021,85012,72708.0,4.73,N/A,490592.64
03/2021,85012,72708.0,4.83,N/A,497020.2
04/2021,85012,72708.0,4.32,N/A,505855.32
05/2021,85012,72708.0,4.67,N/A,516181.43
06/2021,85012,72708.0,4.54,N/A,528149.82
07/2021,85012,72708.0,4.77,N/A,540297.68
08/2021,85012,72708.0,4.93,N/A,551776.03
09/2021,85012,72708.0,4.96,N/A,561061.19
10/2021,85012,72708.0,4.91,N/A,569037.18
11/2021,85012,72708.0,4.72,N/A,576350.66
12/2021,85012,72708.0,4.65,N/A,583092.6
01/2022,85012,74435.0,4.84,N/A,590416.83
02/2022,85012,74435.0,4.32,N/A,598911.45
03/2022,85012,74435.0,4.86,N/A,609669.71
04/2022,85012,74435.0,4.72,N/A,622265.45
05/2022,85012,74435.0,4.85,N/A,636054.8
06/2022,85012,74435.0,4.47,N/A,647827.44
07/2022,85012,74435.0,4.37,N/A,654004.56
08/2022,85012,74435.0,4.42,N/A,652924.14
09/2022,85012,74435.0,4.33,N/A,647046.99
10/2022,85012,74435.0,4.38,N/A,640247.0
11/2022,85012,74435.0,3.92,N/A,633394.34
12/2022,85012,74435.0,4.16,N/A,625556.25
01/2023,85012,80242.0,4.21,N/A,616281.4
02/2023,85012,80242.0,3.72,N/A,608351.84
03/2023,85012,80242.0,4.08,N/A,605096.85
04/2023,85012,80242.0,4.02,N/A,605623.12
05/2023,85012,80242.0,4.24,N/A,608299.17
06/2023,85012,80242.0,3.95,N/A,611575.73
07/2023,85012,80242.0,3.98,N/A,616055.6
08/2023,85012,80242.0,4.1,N/A,621712.87
09/2023,85012,80242.0,4.12,N/A,627858.76
10/2023,85012,80242.0,4.09,N/A,633512.86
11/2023,85012,80242.0,4.02,N/A,638039.64
12/2023,85012,80242.0,3.89,N/A,639667.9
01/2018,85013,55585.0,5.17,N/A,291614.58
02/2018,85013,55585.0,4.55,N/A,294579.23
03/2018,85013,55585.0,4.63,N/A,296700.69
04/2018,85013,55585.0,4.92,N/A,297833.28
05/2018,85013,55585.0,5.01,N/A,299139.38
06/2018,85013,55585.0,4.61,N/A,301508.57
07/2018,85013,55585.0,4.84,N/A,304089.79
08/2018,85013,55585.0,4.83,N/A,306258.17
09/2018,85013,55585.0,4.78,N/A,308011.38
10/2018,85013,55585.0,4.97,N/A,309668.78
11/2018,85013,55585.0,4.63,N/A,311619.06
12/2018,85013,55585.0,4.73,N/A,313199.51
01/2019,85013,56402.0,4.74,N/A,314932.05
02/2019,85013,56402.0,4.16,N/A,316872.05
03/2019,85013,56402.0,4.58,N/A,318695.87
04/2019,85013,56402.0,4.64,N/A,319975.25
05/2019,85013,56402.0,5.01,N/A,320089.26
06/2019,85013,56402.0,4.82,N/A,320003.24
07/2019,85013,56402.0,4.8,N/A,319901.56
08/2019,85013,56402.0,4.9,N/A,320605.27
09/2019,85013,56402.0,4.7,N/A,322278.39
10/2019,85013,56402.0,4.87,N/A,324861.42
11/2019,85013,56402.0,4.6,N/A,327639.05
12/2019,85013,56402.0,4.94,N/A,329840.73
01/2020,85013,56526.0,5.02,N/A,332742.47
02/2020,85013,56526.0,0.19,N/A,337164.71
03/2020,85013,56526.0,4.89,N/A,342901.64
04/2020,85013,56526.0,4.78,N/A,348036.65
05/2020,85013,56526.0,4.89,N/A,350860.78
06/2020,85013,56526.0,4.18,N/A,351903.78
07/2020,85013,56526.0,4.15,N/A,352927.13
08/2020,85013,56526.0,4.58,N/A,355579.93
09/2020,85013,56526.0,4.39,N/A,360819.86
10/2020,85013,56526.0,4.89,N/A,367281.32
11/2020,85013,56526.0,4.8,N/A,374242.08
12/2020,85013,56526.0,4.95,N/A,380862.5
01/2021,85013,61215.0,4.83,N/A,386417.31
02/2021,85013,61215.0,4.73,N/A,392315.8
03/2021,85013,61215.0,4.83,N/A,398953.95
04/2021,85013,61215.0,4.32,N/A,407220.04
05/2021,85013,61215.0,4.67,N/A,416608.94
06/2021,85013,61215.0,4.54,N/A,427145.74
07/2021,85013,61215.0,4.77,N/A,437012.97
08/2021,85013,61215.0,4.93,N/A,445439.93
09/2021,85013,61215.0,4.96,N/A,451291.91
10/2021,85013,61215.0,4.91,N/A,455913.94
11/2021,85013,61215.0,4.72,N/A,460291.38
12/2021,85013,61215.0,4.65,N/A,465017.56
01/2022,85013,65142.0,4.84,N/A,471539.98
02/2022,85013,65142.0,4.32,N/A,479309.58
03/2022,85013,65142.0,4.86,N/A,489636.26
04/2022,85013,65142.0,4.72,N/A,500782.21
05/2022,85013,65142.0,4.85,N/A,512956.3
06/2022,85013,65142.0,4.47,N/A,522807.94
07/2022,85013,65142.0,4.37,N/A,527408.07
08/2022,85013,65142.0,4.42,N/A,525020.71
09/2022,85013,65142.0,4.33,N/A,517189.15
10/2022,85013,65142.0,4.38,N/A,508757.44
11/2022,85013,65142.0,3.92,N/A,500841.02
12/2022,85013,65142.0,4.16,N/A,493479.76
01/2023,85013,68895.0,4.21,N/A,486040.93
02/2023,85013,68895.0,3.72,N/A,480114.9
03/2023,85013,68895.0,4.08,N/A,477419.27
04/2023,85013,68895.0,4.02,N/A,477490.71
05/2023,85013,68895.0,4.24,N/A,479305.28
06/2023,85013,68895.0,3.95,N/A,482311.94
07/2023,85013,68895.0,3.98,N/A,485999.62
08/2023,85013,68895.0,4.1,N/A,489575.02
09/2023,85013,68895.0,4.12,N/A,493112.45
10/2023,85013,68895.0,4.09,N/A,496904.22
11/2023,85013,68895.0,4.02,N/A,500837.21
12/2023,85013,68895.0,3.89,N/A,503058.38
01/2018,85014,50107.0,5.17,N/A,271702.39
02/2018,85014,50107.0,4.55,N/A,275069.17
03/2018,85014,50107.0,4.63,N/A,277876.48
04/2018,85014,50107.0,4.92,N/A,279515.61
05/2018,85014,50107.0,5.01,N/A,281138.27
06/2018,85014,50107.0,4.61,N/A,282808.86
07/2018,85014,50107.0,4.84,N/A,284807.97
08/2018,85014,50107.0,4.83,N/A,286839.07
09/2018,85014,50107.0,4.78,N/A,288630.41
10/2018,85014,50107.0,4.97,N/A,290163.05
11/2018,85014,50107.0,4.63,N/A,291607.98
12/2018,85014,50107.0,4.73,N/A,293166.76
01/2019,85014,53551.0,4.74,N/A,295092.39
02/2019,85014,53551.0,4.16,N/A,297167.62
03/2019,85014,53551.0,4.58,N/A,298979.49
04/2019,85014,53551.0,4.64,N/A,300057.67
05/2019,85014,53551.0,5.01,N/A,300231.72
06/2019,85014,53551.0,4.82,N/A,300257.13
07/2019,85014,53551.0,4.8,N/A,300236.84
08/2019,85014,53551.0,4.9,N/A,300690.48
09/2019,85014,53551.0,4.7,N/A,301400.66
10/2019,85014,53551.0,4.87,N/A,303188.71
11/2019,85014,53551.0,4.6,N/A,305629.45
12/2019,85014,53551.0,4.94,N/A,308454.62
01/2020,85014,52408.0,5.02,N/A,312545.22
02/2020,85014,52408.0,0.19,N/A,317911.01
03/2020,85014,52408.0,4.89,N/A,324008.82
04/2020,85014,52408.0,4.78,N/A,328793.31
05/2020,85014,52408.0,4.89,N/A,331438.71
06/2020,85014,52408.0,4.18,N/A,332312.03
07/2020,85014,52408.0,4.15,N/A,332704.97
08/2020,85014,52408.0,4.58,N/A,334346.74
09/2020,85014,52408.0,4.39,N/A,338419.76
10/2020,85014,52408.0,4.89,N/A,343960.57
11/2020,85014,52408.0,4.8,N/A,350071.86
12/2020,85014,52408.0,4.95,N/A,356326.8
01/2021,85014,59168.0,4.83,N/A,361961.48
02/2021,85014,59168.0,4.73,N/A,367612.69
03/2021,85014,59168.0,4.83,N/A,373908.29
04/2021,85014,59168.0,4.32,N/A,381651.51
05/2021,85014,59168.0,4.67,N/A,390788.46
06/2021,85014,59168.0,4.54,N/A,401405.27
07/2021,85014,59168.0,4.77,N/A,411251.41
08/2021,85014,59168.0,4.93,N/A,419260.79
09/2021,85014,59168.0,4.96,N/A,423725.68
10/2021,85014,59168.0,4.91,N/A,427444.2
11/2021,85014,59168.0,4.72,N/A,431312.07
12/2021,85014,59168.0,4.65,N/A,435835.13
01/2022,85014,64146.0,4.84,N/A,441461.24
02/2022,85014,64146.0,4.32,N/A,448495.73
03/2022,85014,64146.0,4.86,N/A,457809.34
04/2022,85014,64146.0,4.72,N/A,468271.24
05/2022,85014,64146.0,4.85,N/A,479426.07
06/2022,85014,64146.0,4.47,N/A,488691.79
07/2022,85014,64146.0,4.37,N/A,493418.25
08/2022,85014,64146.0,4.42,N/A,491948.62
09/2022,85014,64146.0,4.33,N/A,486179.99
10/2022,85014,64146.0,4.38,N/A,479862.36
11/2022,85014,64146.0,3.92,N/A,473894.04
12/2022,85014,64146.0,4.16,N/A,467851.84
01/2023,85014,69995.0,4.21,N/A,461062.17
02/2023,85014,69995.0,3.72,N/A,455058.19
03/2023,85014,69995.0,4.08,N/A,451510.48
04/2023,85014,69995.0,4.02,N/A,450508.74
05/2023,85014,69995.0,4.24,N/A,451220.0
06/2023,85014,69995.0,3.95,N/A,453031.19
07/2023,85014,69995.0,3.98,N/A,455449.73
08/2023,85014,69995.0,4.1,N/A,457686.7
09/2023,85014,69995.0,4.12,N/A,460028.48
10/2023,85014,69995.0,4.09,N/A,462330.6
11/2023,85014,69995.0,4.02,N/A,465323.34
12/2023,85014,69995.0,3.89,N/A,466647.26
01/2018,85015,34636.0,5.17,N/A,186094.18
02/2018,85015,34636.0,4.55,N/A,188684.87
03/2018,85015,34636.0,4.63,N/A,190875.27
04/2018,85015,34636.0,4.92,N/A,192134.45
05/2018,85015,34636.0,5.01,N/A,193352.71
06/2018,85015,34636.0,4.61,N/A,194962.8
07/2018,85015,34636.0,4.84,N/A,196773.4
08/2018,85015,34636.0,4.83,N/A,198466.58
09/2018,85015,34636.0,4.78,N/A,199800.94
10/2018,85015,34636.0,4.97,N/A,201008.68
11/2018,85015,34636.0,4.63,N/A,202120.89
12/2018,85015,34636.0,4.73,N/A,203536.85
01/2019,85015,38019.0,4.74,N/A,205732.9
02/2019,85015,38019.0,4.16,N/A,208611.35
03/2019,85015,38019.0,4.58,N/A,211121.02
04/2019,85015,38019.0,4.64,N/A,212777.64
05/2019,85015,38019.0,5.01,N/A,213455.25
06/2019,85015,38019.0,4.82,N/A,214074.5
07/2019,85015,38019.0,4.8,N/A,214330.14
08/2019,85015,38019.0,4.9,N/A,214840.32
09/2019,85015,38019.0,4.7,N/A,215651.69
10/2019,85015,38019.0,4.87,N/A,217384.63
11/2019,85015,38019.0,4.6,N/A,219433.98
12/2019,85015,38019.0,4.94,N/A,221585.92
01/2020,85015,42038.0,5.02,N/A,224703.92
02/2020,85015,42038.0,0.19,N/A,229603.1
03/2020,85015,42038.0,4.89,N/A,235774.19
04/2020,85015,42038.0,4.78,N/A,241165.59
05/2020,85015,42038.0,4.89,N/A,244338.6
06/2020,85015,42038.0,4.18,N/A,245235.84
07/2020,85015,42038.0,4.15,N/A,245759.14
08/2020,85015,42038.0,4.58,N/A,247055.06
09/2020,85015,42038.0,4.39,N/A,250249.4
10/2020,85015,42038.0,4.89,N/A,254118.05
11/2020,85015,42038.0,4.8,N/A,258447.32
12/2020,85015,42038.0,4.95,N/A,263082.64
01/2021,85015,42823.0,4.83,N/A,267613.42
02/2021,85015,42823.0,4.73,N/A,272266.27
03/2021,85015,42823.0,4.83,N/A,277585.29
04/2021,85015,42823.0,4.32,N/A,283645.8
05/2021,85015,42823.0,4.67,N/A,290581.12
06/2021,85015,42823.0,4.54,N/A,298175.5
07/2021,85015,42823.0,4.77,N/A,306212.52
08/2021,85015,42823.0,4.93,N/A,313647.19
09/2021,85015,42823.0,4.96,N/A,319158.24
10/2021,85015,42823.0,4.91,N/A,323643.5
11/2021,85015,42823.0,4.72,N/A,328094.49
12/2021,85015,42823.0,4.65,N/A,332631.15
01/2022,85015,47486.0,4.84,N/A,337404.76
02/2022,85015,47486.0,4.32,N/A,342660.32
03/2022,85015,47486.0,4.86,N/A,349223.14
04/2022,85015,47486.0,4.72,N/A,356739.57
05/2022,85015,47486.0,4.85,N/A,364266.1
06/2022,85015,47486.0,4.47,N/A,370785.37
07/2022,85015,47486.0,4.37,N/A,373647.2
08/2022,85015,47486.0,4.42,N/A,372246.23
09/2022,85015,47486.0,4.33,N/A,367217.53
10/2022,85015,47486.0,4.38,N/A,361624.49
11/2022,85015,47486.0,3.92,N/A,355682.79
12/2022,85015,47486.0,4.16,N/A,349670.25
01/2023,85015,52585.0,4.21,N/A,343296.33
02/2023,85015,52585.0,3.72,N/A,338404.73
03/2023,85015,52585.0,4.08,N/A,335968.58
04/2023,85015,52585.0,4.02,N/A,335561.63
05/2023,85015,52585.0,4.24,N/A,336068.49
06/2023,85015,52585.0,3.95,N/A,337362.9
07/2023,85015,52585.0,3.98,N/A,339601.89
08/2023,85015,52585.0,4.1,N/A,343107.8
09/2023,85015,52585.0,4.12,N/A,346800.4
10/2023,85015,52585.0,4.09,N/A,350486.75
11/2023,85015,52585.0,4.02,N/A,353562.39
12/2023,85015,52585.0,3.89,N/A,355292.03
01/2018,85016,56423.0,5.17,N/A,320231.83
02/2018,85016,56423.0,4.55,N/A,323197.07
03/2018,85016,56423.0,4.63,N/A,325509.18
04/2018,85016,56423.0,4.92,N/A,326730.52
05/2018,85016,56423.0,5.01,N/A,328212.26
06/2018,85016,56423.0,4.61,N/A,330376.66
07/2018,85016,56423.0,4.84,N/A,333124.66
08/2018,85016,56423.0,4.83,N/A,335677.59
09/2018,85016,56423.0,4.78,N/A,337820.4
10/2018,85016,56423.0,4.97,N/A,339665.04
11/2018,85016,56423.0,4.63,N/A,341106.46
12/2018,85016,56423.0,4.73,N/A,342359.61
01/2019,85016,60085.0,4.74,N/A,343541.71
02/2019,85016,60085.0,4.16,N/A,344757.2
03/2019,85016,60085.0,4.58,N/A,345573.17
04/2019,85016,60085.0,4.64,N/A,345890.39
05/2019,85016,60085.0,5.01,N/A,345470.41
06/2019,85016,60085.0,4.82,N/A,345255.79
07/2019,85016,60085.0,4.8,N/A,344966.38
