month/year,zip,median_income,crime_rate_per_1000,business_count,ZHVI
10/2020,85942,N/A,2.95,N/A,N/A
11/2020,85942,N/A,2.37,N/A,N/A
12/2020,85942,N/A,1.61,N/A,N/A
01/2021,85942,N/A,2.09,N/A,N/A
02/2021,85942,N/A,1.91,N/A,N/A
03/2021,85942,N/A,1.93,N/A,N/A
04/2021,85942,N/A,0.94,N/A,N/A
05/2021,85942,N/A,0.76,N/A,N/A
06/2021,85942,N/A,1.31,N/A,N/A
07/2021,85942,N/A,2.16,N/A,N/A
08/2021,85942,N/A,1.69,N/A,N/A
09/2021,85942,N/A,2.35,N/A,N/A
10/2021,85942,N/A,1.77,N/A,N/A
11/2021,85942,N/A,3.11,N/A,N/A
12/2021,85942,N/A,2.83,N/A,N/A
01/2022,85942,N/A,3.53,N/A,N/A
02/2022,85942,N/A,3.13,N/A,N/A
03/2022,85942,N/A,2.25,N/A,N/A
04/2022,85942,N/A,1.86,N/A,N/A
05/2022,85942,N/A,2.67,N/A,N/A
06/2022,85942,N/A,3.03,N/A,N/A
07/2022,85942,N/A,2.19,N/A,N/A
08/2022,85942,N/A,2.17,N/A,N/A
09/2022,85942,N/A,2.99,N/A,N/A
10/2022,85942,N/A,2.21,N/A,N/A
11/2022,85942,N/A,2.54,N/A,N/A
12/2022,85942,N/A,3.37,N/A,N/A
01/2023,85942,N/A,2.42,N/A,N/A
02/2023,85942,N/A,2.0,N/A,N/A
03/2023,85942,N/A,1.92,N/A,N/A
04/2023,85942,N/A,1.67,N/A,N/A
05/2023,85942,N/A,2.76,N/A,N/A
06/2023,85942,N/A,3.08,N/A,N/A
07/2023,85942,N/A,3.72,N/A,N/A
08/2023,85942,N/A,2.72,N/A,N/A
09/2023,85942,N/A,2.7,N/A,N/A
10/2023,85942,N/A,2.81,N/A,N/A
11/2023,85942,N/A,2.2,N/A,N/A
12/2023,85942,N/A,2.48,N/A,N/A
01/2018,86001,57867.0,5.36,N/A,367554.84
02/2018,86001,57867.0,5.22,N/A,370217.69
03/2018,86001,57867.0,4.91,N/A,372783.45
04/2018,86001,57867.0,6.08,N/A,374043.55
05/2018,86001,57867.0,6.46,N/A,375731.64
06/2018,86001,57867.0,5.97,N/A,377508.87
07/2018,86001,57867.0,6.28,N/A,378957.28
08/2018,86001,57867.0,6.83,N/A,379456.16
09/2018,86001,57867.0,6.27,N/A,379561.05
10/2018,86001,57867.0,6.09,N/A,380021.06
11/2018,86001,57867.0,5.57,N/A,380774.62
12/2018,86001,57867.0,5.34,N/A,382235.56
01/2019,86001,59536.0,5.49,N/A,385151.35
02/2019,86001,59536.0,4.97,N/A,388882.01
03/2019,86001,59536.0,4.89,N/A,392158.36
04/2019,86001,59536.0,6.24,N/A,393610.15
05/2019,86001,59536.0,5.69,N/A,394105.14
06/2019,86001,59536.0,6.2,N/A,394716.09
07/2019,86001,59536.0,6.49,N/A,395540.52
08/2019,86001,59536.0,7.01,N/A,396743.22
09/2019,86001,59536.0,7.15,N/A,398341.12
10/2019,86001,59536.0,6.49,N/A,399752.52
11/2019,86001,59536.0,5.61,N/A,401243.13
12/2019,86001,59536.0,4.55,N/A,403123.52
01/2020,86001,60287.0,5.79,N/A,407366.87
02/2020,86001,60287.0,5.72,N/A,412268.13
03/2020,86001,60287.0,5.1,N/A,416630.22
04/2020,86001,60287.0,5.15,N/A,419278.65
05/2020,86001,60287.0,5.57,N/A,419713.26
06/2020,86001,60287.0,5.76,N/A,419558.47
07/2020,86001,60287.0,6.25,N/A,419999.83
08/2020,86001,60287.0,5.23,N/A,423004.24
09/2020,86001,60287.0,7.48,N/A,428110.9
10/2020,86001,60287.0,5.79,N/A,433918.96
11/2020,86001,60287.0,4.45,N/A,440456.88
12/2020,86001,60287.0,4.22,N/A,447592.29
01/2021,86001,56561.0,3.81,N/A,454589.15
02/2021,86001,56561.0,3.25,N/A,462905.39
03/2021,86001,56561.0,3.67,N/A,471959.36
04/2021,86001,56561.0,4.18,N/A,482813.33
05/2021,86001,56561.0,4.62,N/A,495914.21
06/2021,86001,56561.0,4.47,N/A,511004.97
07/2021,86001,56561.0,4.2,N/A,524928.08
08/2021,86001,56561.0,4.67,N/A,535090.42
09/2021,86001,56561.0,5.26,N/A,541219.79
10/2021,86001,56561.0,4.78,N/A,547519.38
11/2021,86001,56561.0,5.09,N/A,554088.53
12/2021,86001,56561.0,4.03,N/A,562650.97
01/2022,86001,60774.0,4.49,N/A,572593.66
02/2022,86001,60774.0,4.0,N/A,585438.31
03/2022,86001,60774.0,4.82,N/A,601535.96
04/2022,86001,60774.0,5.35,N/A,619560.44
05/2022,86001,60774.0,5.34,N/A,635919.21
06/2022,86001,60774.0,4.97,N/A,647423.1
07/2022,86001,60774.0,4.92,N/A,650454.33
08/2022,86001,60774.0,5.29,N/A,646207.29
09/2022,86001,60774.0,6.26,N/A,637412.36
10/2022,86001,60774.0,5.64,N/A,629738.38
11/2022,86001,60774.0,4.13,N/A,622597.94
12/2022,86001,60774.0,3.91,N/A,616420.02
01/2023,86001,62587.0,3.66,N/A,609958.16
02/2023,86001,62587.0,3.11,N/A,604992.73
03/2023,86001,62587.0,3.69,N/A,601950.26
04/2023,86001,62587.0,4.21,N/A,602231.62
05/2023,86001,62587.0,4.65,N/A,605800.95
06/2023,86001,62587.0,4.59,N/A,611707.53
07/2023,86001,62587.0,4.67,N/A,617261.52
08/2023,86001,62587.0,4.46,N/A,622268.71
09/2023,86001,62587.0,4.81,N/A,626271.35
10/2023,86001,62587.0,5.19,N/A,629167.69
11/2023,86001,62587.0,4.41,N/A,631275.99
12/2023,86001,62587.0,4.05,N/A,631965.98
01/2018,86002,N/A,5.36,N/A,N/A
02/2018,86002,N/A,5.22,N/A,N/A
03/2018,86002,N/A,4.91,N/A,N/A
04/2018,86002,N/A,6.08,N/A,N/A
05/2018,86002,N/A,6.46,N/A,N/A
06/2018,86002,N/A,5.97,N/A,N/A
07/2018,86002,N/A,6.28,N/A,N/A
08/2018,86002,N/A,6.83,N/A,N/A
09/2018,86002,N/A,6.27,N/A,N/A
10/2018,86002,N/A,6.09,N/A,N/A
11/2018,86002,N/A,5.57,N/A,N/A
12/2018,86002,N/A,5.34,N/A,N/A
01/2019,86002,N/A,5.49,N/A,N/A
02/2019,86002,N/A,4.97,N/A,N/A
03/2019,86002,N/A,4.89,N/A,N/A
04/2019,86002,N/A,6.24,N/A,N/A
05/2019,86002,N/A,5.69,N/A,N/A
06/2019,86002,N/A,6.2,N/A,N/A
07/2019,86002,N/A,6.49,N/A,N/A
08/2019,86002,N/A,7.01,N/A,N/A
09/2019,86002,N/A,7.15,N/A,N/A
10/2019,86002,N/A,6.49,N/A,N/A
11/2019,86002,N/A,5.61,N/A,N/A
12/2019,86002,N/A,4.55,N/A,N/A
01/2020,86002,N/A,5.79,N/A,N/A
02/2020,86002,N/A,5.72,N/A,N/A
03/2020,86002,N/A,5.1,N/A,N/A
04/2020,86002,N/A,5.15,N/A,N/A
05/2020,86002,N/A,5.57,N/A,N/A
06/2020,86002,N/A,5.76,N/A,N/A
07/2020,86002,N/A,6.25,N/A,N/A
08/2020,86002,N/A,5.23,N/A,N/A
09/2020,86002,N/A,7.48,N/A,N/A
10/2020,86002,N/A,5.79,N/A,N/A
11/2020,86002,N/A,4.45,N/A,N/A
12/2020,86002,N/A,4.22,N/A,N/A
01/2021,86002,N/A,3.81,N/A,N/A
02/2021,86002,N/A,3.25,N/A,N/A
03/2021,86002,N/A,3.67,N/A,N/A
04/2021,86002,N/A,4.18,N/A,N/A
05/2021,86002,N/A,4.62,N/A,N/A
06/2021,86002,N/A,4.47,N/A,N/A
07/2021,86002,N/A,4.2,N/A,N/A
08/2021,86002,N/A,4.67,N/A,N/A
09/2021,86002,N/A,5.26,N/A,N/A
10/2021,86002,N/A,4.78,N/A,N/A
11/2021,86002,N/A,5.09,N/A,N/A
12/2021,86002,N/A,4.03,N/A,N/A
01/2022,86002,N/A,4.49,N/A,N/A
02/2022,86002,N/A,4.0,N/A,N/A
03/2022,86002,N/A,4.82,N/A,N/A
04/2022,86002,N/A,5.35,N/A,N/A
05/2022,86002,N/A,5.34,N/A,N/A
06/2022,86002,N/A,4.97,N/A,N/A
07/2022,86002,N/A,4.92,N/A,N/A
08/2022,86002,N/A,5.29,N/A,N/A
09/2022,86002,N/A,6.26,N/A,N/A
10/2022,86002,N/A,5.64,N/A,N/A
11/2022,86002,N/A,4.13,N/A,N/A
12/2022,86002,N/A,3.91,N/A,N/A
01/2023,86002,N/A,3.66,N/A,N/A
02/2023,86002,N/A,3.11,N/A,N/A
03/2023,86002,N/A,3.69,N/A,N/A
04/2023,86002,N/A,4.21,N/A,N/A
05/2023,86002,N/A,4.65,N/A,N/A
06/2023,86002,N/A,4.59,N/A,N/A
07/2023,86002,N/A,4.67,N/A,N/A
08/2023,86002,N/A,4.46,N/A,N/A
09/2023,86002,N/A,4.81,N/A,N/A
10/2023,86002,N/A,5.19,N/A,N/A
11/2023,86002,N/A,4.41,N/A,N/A
12/2023,86002,N/A,4.05,N/A,N/A
01/2018,86003,N/A,5.36,N/A,N/A
02/2018,86003,N/A,5.22,N/A,N/A
03/2018,86003,N/A,4.91,N/A,N/A
04/2018,86003,N/A,6.08,N/A,N/A
05/2018,86003,N/A,6.46,N/A,N/A
06/2018,86003,N/A,5.97,N/A,N/A
07/2018,86003,N/A,6.28,N/A,N/A
08/2018,86003,N/A,6.83,N/A,N/A
09/2018,86003,N/A,6.27,N/A,N/A
10/2018,86003,N/A,6.09,N/A,N/A
11/2018,86003,N/A,5.57,N/A,N/A
12/2018,86003,N/A,5.34,N/A,N/A
01/2019,86003,16406.0,5.49,N/A,N/A
02/2019,86003,16406.0,4.97,N/A,N/A
03/2019,86003,16406.0,4.89,N/A,N/A
04/2019,86003,16406.0,6.24,N/A,N/A
05/2019,86003,16406.0,5.69,N/A,N/A
06/2019,86003,16406.0,6.2,N/A,N/A
07/2019,86003,16406.0,6.49,N/A,N/A
08/2019,86003,16406.0,7.01,N/A,N/A
09/2019,86003,16406.0,7.15,N/A,N/A
10/2019,86003,16406.0,6.49,N/A,N/A
11/2019,86003,16406.0,5.61,N/A,N/A
12/2019,86003,16406.0,4.55,N/A,N/A
01/2020,86003,16875.0,5.79,N/A,N/A
02/2020,86003,16875.0,5.72,N/A,N/A
03/2020,86003,16875.0,5.1,N/A,N/A
04/2020,86003,16875.0,5.15,N/A,N/A
05/2020,86003,16875.0,5.57,N/A,N/A
06/2020,86003,16875.0,5.76,N/A,N/A
07/2020,86003,16875.0,6.25,N/A,N/A
08/2020,86003,16875.0,5.23,N/A,N/A
09/2020,86003,16875.0,7.48,N/A,N/A
10/2020,86003,16875.0,5.79,N/A,N/A
11/2020,86003,16875.0,4.45,N/A,N/A
12/2020,86003,16875.0,4.22,N/A,N/A
01/2021,86003,N/A,3.81,N/A,N/A
02/2021,86003,N/A,3.25,N/A,N/A
03/2021,86003,N/A,3.67,N/A,N/A
04/2021,86003,N/A,4.18,N/A,N/A
05/2021,86003,N/A,4.62,N/A,N/A
06/2021,86003,N/A,4.47,N/A,N/A
07/2021,86003,N/A,4.2,N/A,N/A
08/2021,86003,N/A,4.67,N/A,N/A
09/2021,86003,N/A,5.26,N/A,N/A
10/2021,86003,N/A,4.78,N/A,N/A
11/2021,86003,N/A,5.09,N/A,N/A
12/2021,86003,N/A,4.03,N/A,N/A
01/2022,86003,19375.0,4.49,N/A,N/A
02/2022,86003,19375.0,4.0,N/A,N/A
03/2022,86003,19375.0,4.82,N/A,N/A
04/2022,86003,19375.0,5.35,N/A,N/A
05/2022,86003,19375.0,5.34,N/A,N/A
06/2022,86003,19375.0,4.97,N/A,N/A
07/2022,86003,19375.0,4.92,N/A,N/A
08/2022,86003,19375.0,5.29,N/A,N/A
09/2022,86003,19375.0,6.26,N/A,N/A
10/2022,86003,19375.0,5.64,N/A,N/A
11/2022,86003,19375.0,4.13,N/A,N/A
12/2022,86003,19375.0,3.91,N/A,N/A
01/2023,86003,N/A,3.66,N/A,N/A
02/2023,86003,N/A,3.11,N/A,N/A
03/2023,86003,N/A,3.69,N/A,N/A
04/2023,86003,N/A,4.21,N/A,N/A
05/2023,86003,N/A,4.65,N/A,N/A
06/2023,86003,N/A,4.59,N/A,N/A
07/2023,86003,N/A,4.67,N/A,N/A
08/2023,86003,N/A,4.46,N/A,N/A
09/2023,86003,N/A,4.81,N/A,N/A
10/2023,86003,N/A,5.19,N/A,N/A
11/2023,86003,N/A,4.41,N/A,N/A
12/2023,86003,N/A,4.05,N/A,N/A
01/2018,86004,67345.0,5.36,N/A,337527.91
02/2018,86004,67345.0,5.22,N/A,340480.27
03/2018,86004,67345.0,4.91,N/A,343672.0
04/2018,86004,67345.0,6.08,N/A,345957.68
05/2018,86004,67345.0,6.46,N/A,348338.09
06/2018,86004,67345.0,5.97,N/A,350392.91
07/2018,86004,67345.0,6.28,N/A,351996.9
08/2018,86004,67345.0,6.83,N/A,352484.76
09/2018,86004,67345.0,6.27,N/A,352338.78
10/2018,86004,67345.0,6.09,N/A,351789.93
11/2018,86004,67345.0,5.57,N/A,351173.5
12/2018,86004,67345.0,5.34,N/A,351054.91
01/2019,86004,69500.0,5.49,N/A,352371.19
02/2019,86004,69500.0,4.97,N/A,355086.42
03/2019,86004,69500.0,4.89,N/A,357766.78
04/2019,86004,69500.0,6.24,N/A,359116.02
05/2019,86004,69500.0,5.69,N/A,359426.65
06/2019,86004,69500.0,6.2,N/A,359892.18
07/2019,86004,69500.0,6.49,N/A,360503.88
08/2019,86004,69500.0,7.01,N/A,361479.8
09/2019,86004,69500.0,7.15,N/A,362831.1
10/2019,86004,69500.0,6.49,N/A,364116.07
11/2019,86004,69500.0,5.61,N/A,365384.02
12/2019,86004,69500.0,4.55,N/A,367060.15
01/2020,86004,67650.0,5.79,N/A,371091.55
02/2020,86004,67650.0,5.72,N/A,375682.9
03/2020,86004,67650.0,5.1,N/A,379848.23
04/2020,86004,67650.0,5.15,N/A,382243.98
05/2020,86004,67650.0,5.57,N/A,382584.05
06/2020,86004,67650.0,5.76,N/A,382247.77
07/2020,86004,67650.0,6.25,N/A,382453.95
08/2020,86004,67650.0,5.23,N/A,385537.15
09/2020,86004,67650.0,7.48,N/A,390869.33
10/2020,86004,67650.0,5.79,N/A,397029.99
11/2020,86004,67650.0,4.45,N/A,403077.8
12/2020,86004,67650.0,4.22,N/A,409107.03
01/2021,86004,72296.0,3.81,N/A,415286.92
02/2021,86004,72296.0,3.25,N/A,423254.62
03/2021,86004,72296.0,3.67,N/A,432499.49
04/2021,86004,72296.0,4.18,N/A,442999.05
05/2021,86004,72296.0,4.62,N/A,454937.45
06/2021,86004,72296.0,4.47,N/A,468607.67
07/2021,86004,72296.0,4.2,N/A,481068.09
08/2021,86004,72296.0,4.67,N/A,490539.78
09/2021,86004,72296.0,5.26,N/A,496170.35
10/2021,86004,72296.0,4.78,N/A,501718.86
11/2021,86004,72296.0,5.09,N/A,507445.33
12/2021,86004,72296.0,4.03,N/A,514603.41
01/2022,86004,73765.0,4.49,N/A,523261.24
02/2022,86004,73765.0,4.0,N/A,534132.89
03/2022,86004,73765.0,4.82,N/A,548120.69
04/2022,86004,73765.0,5.35,N/A,563292.64
05/2022,86004,73765.0,5.34,N/A,576818.16
06/2022,86004,73765.0,4.97,N/A,585953.24
07/2022,86004,73765.0,4.92,N/A,587371.7
08/2022,86004,73765.0,5.29,N/A,582616.41
09/2022,86004,73765.0,6.26,N/A,573424.04
10/2022,86004,73765.0,5.64,N/A,565773.41
11/2022,86004,73765.0,4.13,N/A,559453.34
12/2022,86004,73765.0,3.91,N/A,555134.78
01/2023,86004,77486.0,3.66,N/A,551311.93
02/2023,86004,77486.0,3.11,N/A,548742.06
03/2023,86004,77486.0,3.69,N/A,547582.68
04/2023,86004,77486.0,4.21,N/A,549439.02
05/2023,86004,77486.0,4.65,N/A,554685.61
06/2023,86004,77486.0,4.59,N/A,562203.29
07/2023,86004,77486.0,4.67,N/A,568868.44
08/2023,86004,77486.0,4.46,N/A,574131.96
09/2023,86004,77486.0,4.81,N/A,577927.04
10/2023,86004,77486.0,5.19,N/A,580575.82
11/2023,86004,77486.0,4.41,N/A,582574.6
12/2023,86004,77486.0,4.05,N/A,582782.85
01/2018,86005,N/A,5.36,N/A,386042.75
02/2018,86005,N/A,5.22,N/A,388521.2
03/2018,86005,N/A,4.91,N/A,391064.19
04/2018,86005,N/A,6.08,N/A,392605.33
05/2018,86005,N/A,6.46,N/A,394839.15
06/2018,86005,N/A,5.97,N/A,396998.93
07/2018,86005,N/A,6.28,N/A,399100.12
08/2018,86005,N/A,6.83,N/A,399956.49
09/2018,86005,N/A,6.27,N/A,400359.27
10/2018,86005,N/A,6.09,N/A,400149.45
11/2018,86005,N/A,5.57,N/A,400157.77
12/2018,86005,N/A,5.34,N/A,400702.49
01/2019,86005,N/A,5.49,N/A,402895.31
02/2019,86005,N/A,4.97,N/A,405716.22
03/2019,86005,N/A,4.89,N/A,408371.83
04/2019,86005,N/A,6.24,N/A,410003.49
05/2019,86005,N/A,5.69,N/A,411205.19
06/2019,86005,N/A,6.2,N/A,412489.79
07/2019,86005,N/A,6.49,N/A,413362.5
08/2019,86005,N/A,7.01,N/A,414053.33
09/2019,86005,N/A,7.15,N/A,415160.14
10/2019,86005,N/A,6.49,N/A,416319.23
11/2019,86005,N/A,5.61,N/A,417608.33
12/2019,86005,N/A,4.55,N/A,419334.69
01/2020,86005,N/A,5.79,N/A,423189.01
02/2020,86005,N/A,5.72,N/A,427709.28
03/2020,86005,N/A,5.1,N/A,431612.45
04/2020,86005,N/A,5.15,N/A,434054.31
05/2020,86005,N/A,5.57,N/A,434587.6
06/2020,86005,N/A,5.76,N/A,434652.89
07/2020,86005,N/A,6.25,N/A,435167.08
08/2020,86005,N/A,5.23,N/A,438183.51
09/2020,86005,N/A,7.48,N/A,443768.02
10/2020,86005,N/A,5.79,N/A,451162.08
11/2020,86005,N/A,4.45,N/A,459957.0
12/2020,86005,N/A,4.22,N/A,469295.33
01/2021,86005,72799.0,3.81,N/A,478427.62
02/2021,86005,72799.0,3.25,N/A,488468.35
03/2021,86005,72799.0,3.67,N/A,499770.43
04/2021,86005,72799.0,4.18,N/A,513244.95
05/2021,86005,72799.0,4.62,N/A,529623.83
06/2021,86005,72799.0,4.47,N/A,547669.95
07/2021,86005,72799.0,4.2,N/A,564107.01
08/2021,86005,72799.0,4.67,N/A,576649.17
09/2021,86005,72799.0,5.26,N/A,585451.76
10/2021,86005,72799.0,4.78,N/A,594218.23
11/2021,86005,72799.0,5.09,N/A,603125.66
12/2021,86005,72799.0,4.03,N/A,613783.69
01/2022,86005,73086.0,4.49,N/A,626517.68
02/2022,86005,73086.0,4.0,N/A,643162.23
03/2022,86005,73086.0,4.82,N/A,664349.42
04/2022,86005,73086.0,5.35,N/A,687034.91
05/2022,86005,73086.0,5.34,N/A,707445.08
06/2022,86005,73086.0,4.97,N/A,721397.74
07/2022,86005,73086.0,4.92,N/A,724456.59
08/2022,86005,73086.0,5.29,N/A,717255.5
09/2022,86005,73086.0,6.26,N/A,704085.6
10/2022,86005,73086.0,5.64,N/A,693368.26
11/2022,86005,73086.0,4.13,N/A,685488.38
12/2022,86005,73086.0,3.91,N/A,679475.74
01/2023,86005,81250.0,3.66,N/A,673429.83
02/2023,86005,81250.0,3.11,N/A,669670.73
03/2023,86005,81250.0,3.69,N/A,667695.21
04/2023,86005,81250.0,4.21,N/A,669076.52
05/2023,86005,81250.0,4.65,N/A,673175.41
06/2023,86005,81250.0,4.59,N/A,680094.68
07/2023,86005,81250.0,4.67,N/A,687251.78
08/2023,86005,81250.0,4.46,N/A,693123.1
09/2023,86005,81250.0,4.81,N/A,697547.69
10/2023,86005,81250.0,5.19,N/A,699725.69
11/2023,86005,81250.0,4.41,N/A,700463.94
12/2023,86005,81250.0,4.05,N/A,699722.17
01/2018,86011,10357.0,5.36,N/A,N/A
02/2018,86011,10357.0,5.22,N/A,N/A
03/2018,86011,10357.0,4.91,N/A,N/A
04/2018,86011,10357.0,6.08,N/A,N/A
05/2018,86011,10357.0,6.46,N/A,N/A
06/2018,86011,10357.0,5.97,N/A,N/A
07/2018,86011,10357.0,6.28,N/A,N/A
08/2018,86011,10357.0,6.83,N/A,N/A
09/2018,86011,10357.0,6.27,N/A,N/A
10/2018,86011,10357.0,6.09,N/A,N/A
11/2018,86011,10357.0,5.57,N/A,N/A
12/2018,86011,10357.0,5.34,N/A,N/A
01/2019,86011,N/A,5.49,N/A,N/A
02/2019,86011,N/A,4.97,N/A,N/A
03/2019,86011,N/A,4.89,N/A,N/A
04/2019,86011,N/A,6.24,N/A,N/A
05/2019,86011,N/A,5.69,N/A,N/A
06/2019,86011,N/A,6.2,N/A,N/A
07/2019,86011,N/A,6.49,N/A,N/A
08/2019,86011,N/A,7.01,N/A,N/A
09/2019,86011,N/A,7.15,N/A,N/A
10/2019,86011,N/A,6.49,N/A,N/A
11/2019,86011,N/A,5.61,N/A,N/A
12/2019,86011,N/A,4.55,N/A,N/A
01/2020,86011,15938.0,5.79,N/A,N/A
02/2020,86011,15938.0,5.72,N/A,N/A
03/2020,86011,15938.0,5.1,N/A,N/A
04/2020,86011,15938.0,5.15,N/A,N/A
05/2020,86011,15938.0,5.57,N/A,N/A
06/2020,86011,15938.0,5.76,N/A,N/A
07/2020,86011,15938.0,6.25,N/A,N/A
08/2020,86011,15938.0,5.23,N/A,N/A
09/2020,86011,15938.0,7.48,N/A,N/A
10/2020,86011,15938.0,5.79,N/A,N/A
11/2020,86011,15938.0,4.45,N/A,N/A
12/2020,86011,15938.0,4.22,N/A,N/A
01/2021,86011,16250.0,3.81,N/A,N/A
02/2021,86011,16250.0,3.25,N/A,N/A
03/2021,86011,16250.0,3.67,N/A,N/A
04/2021,86011,16250.0,4.18,N/A,N/A
05/2021,86011,16250.0,4.62,N/A,N/A
06/2021,86011,16250.0,4.47,N/A,N/A
07/2021,86011,16250.0,4.2,N/A,N/A
08/2021,86011,16250.0,4.67,N/A,N/A
09/2021,86011,16250.0,5.26,N/A,N/A
10/2021,86011,16250.0,4.78,N/A,N/A
11/2021,86011,16250.0,5.09,N/A,N/A
12/2021,86011,16250.0,4.03,N/A,N/A
01/2022,86011,19286.0,4.49,N/A,N/A
02/2022,86011,19286.0,4.0,N/A,N/A
03/2022,86011,19286.0,4.82,N/A,N/A
04/2022,86011,19286.0,5.35,N/A,N/A
05/2022,86011,19286.0,5.34,N/A,N/A
06/2022,86011,19286.0,4.97,N/A,N/A
07/2022,86011,19286.0,4.92,N/A,N/A
08/2022,86011,19286.0,5.29,N/A,N/A
09/2022,86011,19286.0,6.26,N/A,N/A
10/2022,86011,19286.0,5.64,N/A,N/A
11/2022,86011,19286.0,4.13,N/A,N/A
12/2022,86011,19286.0,3.91,N/A,N/A
01/2023,86011,N/A,3.66,N/A,N/A
02/2023,86011,N/A,3.11,N/A,N/A
03/2023,86011,N/A,3.69,N/A,N/A
04/2023,86011,N/A,4.21,N/A,N/A
05/2023,86011,N/A,4.65,N/A,N/A
06/2023,86011,N/A,4.59,N/A,N/A
07/2023,86011,N/A,4.67,N/A,N/A
08/2023,86011,N/A,4.46,N/A,N/A
09/2023,86011,N/A,4.81,N/A,N/A
10/2023,86011,N/A,5.19,N/A,N/A
11/2023,86011,N/A,4.41,N/A,N/A
12/2023,86011,N/A,4.05,N/A,N/A
01/2018,86015,56023.0,0.31,N/A,303526.42
02/2018,86015,56023.0,0.29,N/A,306666.33
03/2018,86015,56023.0,0.23,N/A,310274.67
04/2018,86015,56023.0,0.5,N/A,312844.73
05/2018,86015,56023.0,0.43,N/A,315022.99
06/2018,86015,56023.0,0.41,N/A,316448.12
07/2018,86015,56023.0,0.58,N/A,317516.51
08/2018,86015,56023.0,0.27,N/A,318100.22
09/2018,86015,56023.0,0.4,N/A,318784.54
10/2018,86015,56023.0,0.41,N/A,318795.63
11/2018,86015,56023.0,0.5,N/A,318666.1
12/2018,86015,56023.0,0.2,N/A,318744.2
01/2019,86015,N/A,0.21,N/A,320967.25
02/2019,86015,N/A,0.36,N/A,324004.0
03/2019,86015,N/A,0.28,N/A,327035.81
04/2019,86015,N/A,0.26,N/A,328626.6
05/2019,86015,N/A,0.29,N/A,329368.82
06/2019,86015,N/A,0.47,N/A,329822.45
07/2019,86015,N/A,0.4,N/A,330058.65
08/2019,86015,N/A,0.44,N/A,330301.17
09/2019,86015,N/A,0.63,N/A,330993.8
10/2019,86015,N/A,0.51,N/A,331546.64
11/2019,86015,N/A,0.33,N/A,332525.43
12/2019,86015,N/A,0.36,N/A,334487.89
01/2020,86015,N/A,0.51,N/A,337406.05
02/2020,86015,N/A,0.44,N/A,340433.58
03/2020,86015,N/A,0.34,N/A,342624.59
04/2020,86015,N/A,0.3,N/A,344583.07
05/2020,86015,N/A,0.44,N/A,345577.03
06/2020,86015,N/A,0.51,N/A,346445.03
07/2020,86015,N/A,0.28,N/A,347707.63
08/2020,86015,N/A,N/A,N/A,350479.07
09/2020,86015,N/A,0.46,N/A,354641.0
10/2020,86015,N/A,0.28,N/A,359645.23
11/2020,86015,N/A,0.25,N/A,365676.69
12/2020,86015,N/A,0.21,N/A,372024.17
01/2021,86015,103351.0,0.03,N/A,379056.63
02/2021,86015,103351.0,0.26,N/A,386657.13
03/2021,86015,103351.0,0.34,N/A,395595.37
04/2021,86015,103351.0,0.41,N/A,405546.91
05/2021,86015,103351.0,0.34,N/A,417916.8
06/2021,86015,103351.0,0.41,N/A,430949.44
07/2021,86015,103351.0,0.34,N/A,442598.67
08/2021,86015,103351.0,0.34,N/A,451456.53
09/2021,86015,103351.0,0.48,N/A,458317.13
10/2021,86015,103351.0,0.36,N/A,465026.06
11/2021,86015,103351.0,0.27,N/A,471183.63
12/2021,86015,103351.0,0.26,N/A,477726.57
01/2022,86015,111389.0,0.26,N/A,485100.09
02/2022,86015,111389.0,0.37,N/A,494295.6
03/2022,86015,111389.0,0.38,N/A,505742.96
04/2022,86015,111389.0,0.37,N/A,517783.21
05/2022,86015,111389.0,0.47,N/A,529415.2
06/2022,86015,111389.0,0.32,N/A,538203.03
07/2022,86015,111389.0,0.4,N/A,541584.48
08/2022,86015,111389.0,0.37,N/A,538844.45
09/2022,86015,111389.0,0.58,N/A,531412.86
10/2022,86015,111389.0,0.49,N/A,524947.53
11/2022,86015,111389.0,0.39,N/A,518412.8
12/2022,86015,111389.0,0.33,N/A,513303.04
01/2023,86015,116532.0,0.26,N/A,507182.29
02/2023,86015,116532.0,0.34,N/A,503207.2
03/2023,86015,116532.0,0.32,N/A,501003.0
04/2023,86015,116532.0,0.34,N/A,502557.69
05/2023,86015,116532.0,0.44,N/A,506580.7
06/2023,86015,116532.0,0.54,N/A,512335.35
07/2023,86015,116532.0,0.54,N/A,518027.14
08/2023,86015,116532.0,0.53,N/A,523583.06
09/2023,86015,116532.0,0.43,N/A,528441.0
10/2023,86015,116532.0,0.37,N/A,532526.62
11/2023,86015,116532.0,0.24,N/A,535856.49
12/2023,86015,116532.0,0.21,N/A,538141.0
01/2018,86016,16250.0,0.31,N/A,N/A
02/2018,86016,16250.0,0.29,N/A,N/A
03/2018,86016,16250.0,0.23,N/A,N/A
04/2018,86016,16250.0,0.5,N/A,N/A
05/2018,86016,16250.0,0.43,N/A,N/A
06/2018,86016,16250.0,0.41,N/A,N/A
07/2018,86016,16250.0,0.58,N/A,N/A
08/2018,86016,16250.0,0.27,N/A,N/A
09/2018,86016,16250.0,0.4,N/A,N/A
10/2018,86016,16250.0,0.41,N/A,N/A
11/2018,86016,16250.0,0.5,N/A,N/A
12/2018,86016,16250.0,0.2,N/A,N/A
01/2019,86016,N/A,0.21,N/A,N/A
